step,train_loss,eval_loss,lr
5280,1.561409,,4.78954e-05
5281,2.060347,,4.78793e-05
5282,2.918374,,4.78631e-05
5283,2.921855,,4.78469e-05
5284,3.224749,,4.78307e-05
5285,2.609765,,4.78145e-05
5286,2.791471,,4.77984e-05
5287,2.863710,,4.77822e-05
5288,2.823219,,4.7766e-05
5289,3.701960,,4.77498e-05
5290,3.170373,,4.77336e-05
5291,3.449288,,4.77175e-05
5292,2.905977,,4.77013e-05
5293,3.597938,,4.76851e-05
5294,3.357942,,4.76689e-05
5295,2.722238,,4.76528e-05
5296,3.535399,,4.76366e-05
5297,3.610301,,4.76204e-05
5298,3.320857,,4.76042e-05
5299,4.006212,,4.75881e-05
5300,3.916180,,4.75719e-05
5301,3.755153,,4.75557e-05
5302,3.732617,,4.75395e-05
5303,3.563865,,4.75234e-05
5304,4.374856,,4.75072e-05
5305,4.006441,,4.7491e-05
5306,4.180549,,4.74748e-05
5307,3.669560,,4.74587e-05
5308,2.900343,,4.74425e-05
5309,2.591902,,4.74263e-05
5310,2.334452,,4.74102e-05
5311,2.967455,,4.7394e-05
5312,2.815073,,4.73778e-05
5313,3.537447,,4.73616e-05
5314,3.088410,,4.73455e-05
5315,3.182673,,4.73293e-05
5316,3.675166,,4.73131e-05
5317,3.418352,,4.7297e-05
5318,2.554552,,4.72808e-05
5319,3.350790,,4.72646e-05
5320,2.936801,,4.72484e-05
5321,2.995114,,4.72323e-05
5322,2.427019,,4.72161e-05
5323,2.827133,,4.71999e-05
5324,2.862207,,4.71838e-05
5325,2.991835,,4.71676e-05
5326,2.734058,,4.71514e-05
5327,3.295172,,4.71353e-05
5328,3.512783,,4.71191e-05
5329,3.181876,,4.71029e-05
5330,3.290024,,4.70868e-05
5331,3.464895,,4.70706e-05
5332,3.401016,,4.70544e-05
5333,3.465540,,4.70383e-05
5334,3.396266,,4.70221e-05
5335,3.692519,,4.70059e-05
5336,2.815899,,4.69898e-05
5337,2.417082,,4.69736e-05
5338,2.796249,,4.69575e-05
5339,2.888066,,4.69413e-05
5340,3.095992,,4.69251e-05
5341,2.521771,,4.6909e-05
5342,2.646523,,4.68928e-05
5343,2.543005,,4.68766e-05
5344,2.638218,,4.68605e-05
5345,3.120505,,4.68443e-05
5346,2.507169,,4.68282e-05
5347,3.002476,,4.6812e-05
5348,2.485437,,4.67958e-05
5349,3.033588,,4.67797e-05
5350,2.294358,,4.67635e-05
5351,2.304831,,4.67473e-05
5352,2.575950,,4.67312e-05
5353,2.882046,,4.6715e-05
5354,2.681872,,4.66989e-05
5355,2.990150,,4.66827e-05
5356,2.697881,,4.66666e-05
5357,2.484809,,4.66504e-05
5358,2.552076,,4.66342e-05
5359,2.568372,,4.66181e-05
5360,2.569145,,4.66019e-05
5361,3.059669,,4.65858e-05
5362,2.688127,,4.65696e-05
5363,2.707597,,4.65535e-05
5364,2.695353,,4.65373e-05
5365,2.311491,,4.65212e-05
5366,2.253016,,4.6505e-05
5367,2.827269,,4.64888e-05
5368,2.869442,,4.64727e-05
5369,2.946455,,4.64565e-05
5370,2.418108,,4.64404e-05
5371,2.251597,,4.64242e-05
5372,2.535980,,4.64081e-05
5373,3.045861,,4.63919e-05
5374,2.634847,,4.63758e-05
5375,3.360853,,4.63596e-05
5376,3.380631,,4.63435e-05
5377,3.301508,,4.63273e-05
5378,3.099345,,4.63112e-05
5379,3.344399,,4.6295e-05
5380,3.192394,,4.62789e-05
5381,3.670877,,4.62627e-05
5382,3.342873,,4.62466e-05
5383,3.232491,,4.62304e-05
5384,3.152952,,4.62143e-05
5385,2.726612,,4.61981e-05
5386,2.936146,,4.6182e-05
5387,3.326885,,4.61658e-05
5388,3.493515,,4.61497e-05
5389,3.202461,,4.61336e-05
5390,3.808625,,4.61174e-05
5391,3.065152,,4.61013e-05
5392,3.352757,,4.60851e-05
5393,2.809461,,4.6069e-05
5394,3.109165,,4.60528e-05
5395,3.325058,,4.60367e-05
5396,3.267581,,4.60205e-05
5397,2.719895,,4.60044e-05
5398,3.587509,,4.59883e-05
5399,3.441578,,4.59721e-05
5400,3.463288,,4.5956e-05
5401,3.595249,,4.59398e-05
5402,2.623118,,4.59237e-05
5403,2.864064,,4.59076e-05
5404,3.113585,,4.58914e-05
5405,3.340725,,4.58753e-05
5406,3.723759,,4.58591e-05
5407,3.640101,,4.5843e-05
5408,3.924788,,4.58269e-05
5409,3.365247,,4.58107e-05
5410,3.548277,,4.57946e-05
5411,3.513500,,4.57785e-05
5412,2.991027,,4.57623e-05
5413,3.143067,,4.57462e-05
5414,2.914769,,4.57301e-05
5415,2.852174,,4.57139e-05
5416,3.056658,,4.56978e-05
5417,2.840085,,4.56816e-05
5418,2.178127,,4.56655e-05
5419,2.772562,,4.56494e-05
5420,3.038382,,4.56333e-05
5421,2.527428,,4.56171e-05
5422,3.598272,,4.5601e-05
5423,3.520814,,4.55849e-05
5424,1.897398,,4.55687e-05
5425,1.887479,,4.55526e-05
5426,2.838228,,4.55365e-05
5427,3.236073,,4.55203e-05
5428,2.305590,,4.55042e-05
5429,2.800473,,4.54881e-05
5430,3.111146,,4.5472e-05
5431,2.918484,,4.54558e-05
5432,3.357658,,4.54397e-05
5433,3.040317,,4.54236e-05
5434,2.885213,,4.54074e-05
5435,3.320145,,4.53913e-05
5436,3.384796,,4.53752e-05
5437,2.930653,,4.53591e-05
5438,3.285655,,4.5343e-05
5439,2.868685,,4.53268e-05
5440,3.117409,,4.53107e-05
5441,2.991046,,4.52946e-05
5442,3.502519,,4.52785e-05
5443,3.446769,,4.52623e-05
5444,2.827473,,4.52462e-05
5445,3.045423,,4.52301e-05
5446,3.200876,,4.5214e-05
5447,2.767041,,4.51979e-05
5448,2.834426,,4.51817e-05
5449,2.519937,,4.51656e-05
5450,2.873253,,4.51495e-05
5451,2.400442,,4.51334e-05
5452,2.706793,,4.51173e-05
5453,2.828542,,4.51012e-05
5454,2.909317,,4.5085e-05
5455,3.033976,,4.50689e-05
5456,2.817744,,4.50528e-05
5457,2.921299,,4.50367e-05
5458,2.344481,,4.50206e-05
5459,3.253462,,4.50045e-05
5460,2.954002,,4.49884e-05
5461,2.419917,,4.49722e-05
5462,2.415713,,4.49561e-05
5463,2.500329,,4.494e-05
5464,2.960489,,4.49239e-05
5465,2.547037,,4.49078e-05
5466,2.284995,,4.48917e-05
5467,2.457047,,4.48756e-05
5468,2.704336,,4.48595e-05
5469,2.915756,,4.48434e-05
5470,3.144462,,4.48273e-05
5471,3.113686,,4.48112e-05
5472,2.926511,,4.47951e-05
5473,2.691272,,4.47789e-05
5474,3.206999,,4.47628e-05
5475,3.014726,,4.47467e-05
5476,3.184239,,4.47306e-05
5477,3.210153,,4.47145e-05
5478,3.057870,,4.46984e-05
5479,3.197785,,4.46823e-05
5480,2.633986,,4.46662e-05
5481,2.878301,,4.46501e-05
5482,2.783793,,4.4634e-05
5483,2.733086,,4.46179e-05
5484,2.769385,,4.46018e-05
5485,2.663798,,4.45857e-05
5486,1.896757,,4.45696e-05
5487,2.439229,,4.45535e-05
5488,3.299506,,4.45374e-05
5489,2.867180,,4.45213e-05
5490,2.512499,,4.45052e-05
5491,2.616971,,4.44891e-05
5492,2.514935,,4.4473e-05
5493,2.081109,,4.4457e-05
5494,2.910205,,4.44409e-05
5495,2.891305,,4.44248e-05
5496,3.002387,,4.44087e-05
5497,2.204690,,4.43926e-05
5498,2.911252,,4.43765e-05
5499,3.218475,,4.43604e-05
5500,2.923059,3.194194,4.43443e-05
5501,3.274801,,4.43282e-05
5502,2.923276,,4.43121e-05
5503,2.861771,,4.4296e-05
5504,3.204129,,4.428e-05
5505,3.181283,,4.42639e-05
5506,2.358088,,4.42478e-05
5507,2.098577,,4.42317e-05
5508,2.046526,,4.42156e-05
5509,2.559999,,4.41995e-05
5510,2.640258,,4.41834e-05
5511,2.215156,,4.41674e-05
5512,1.886595,,4.41513e-05
5513,2.516912,,4.41352e-05
5514,2.350183,,4.41191e-05
5515,2.166497,,4.4103e-05
5516,2.365961,,4.40869e-05
5517,1.919705,,4.40709e-05
5518,2.425035,,4.40548e-05
5519,2.068635,,4.40387e-05
5520,2.276287,,4.40226e-05
5521,2.430363,,4.40066e-05
5522,2.862848,,4.39905e-05
5523,2.764317,,4.39744e-05
5524,3.067831,,4.39583e-05
5525,3.039518,,4.39423e-05
5526,2.859336,,4.39262e-05
5527,2.985121,,4.39101e-05
5528,3.206101,,4.3894e-05
5529,2.592188,,4.3878e-05
5530,2.279790,,4.38619e-05
5531,2.531671,,4.38458e-05
5532,2.330192,,4.38297e-05
5533,2.417820,,4.38137e-05
5534,2.387639,,4.37976e-05
5535,3.040688,,4.37815e-05
5536,2.278072,,4.37655e-05
5537,2.664460,,4.37494e-05
5538,2.644524,,4.37333e-05
5539,2.194227,,4.37173e-05
5540,2.806869,,4.37012e-05
5541,2.552625,,4.36851e-05
5542,2.566003,,4.36691e-05
5543,2.795634,,4.3653e-05
5544,2.408588,,4.3637e-05
5545,2.492854,,4.36209e-05
5546,2.324481,,4.36048e-05
5547,1.936910,,4.35888e-05
5548,2.576005,,4.35727e-05
5549,2.452520,,4.35567e-05
5550,2.431110,,4.35406e-05
5551,2.451286,,4.35245e-05
5552,2.885371,,4.35085e-05
5553,2.750339,,4.34924e-05
5554,2.710148,,4.34764e-05
5555,2.782288,,4.34603e-05
5556,2.732030,,4.34443e-05
5557,3.159532,,4.34282e-05
5558,2.391649,,4.34122e-05
5559,2.786627,,4.33961e-05
5560,2.717310,,4.338e-05
5561,2.416823,,4.3364e-05
5562,2.842546,,4.33479e-05
5563,2.868447,,4.33319e-05
5564,2.419522,,4.33158e-05
5565,2.349317,,4.32998e-05
5566,2.505816,,4.32838e-05
5567,2.845906,,4.32677e-05
5568,3.310981,,4.32517e-05
5569,3.415811,,4.32356e-05
5570,3.129494,,4.32196e-05
5571,3.348935,,4.32035e-05
5572,3.275945,,4.31875e-05
5573,2.973099,,4.31714e-05
5574,2.845795,,4.31554e-05
5575,3.387863,,4.31394e-05
5576,3.371795,,4.31233e-05
5577,2.650377,,4.31073e-05
5578,3.095379,,4.30912e-05
5579,3.180804,,4.30752e-05
5580,3.210414,,4.30592e-05
5581,3.326358,,4.30431e-05
5582,2.967831,,4.30271e-05
5583,3.391693,,4.30111e-05
5584,3.673389,,4.2995e-05
5585,3.402182,,4.2979e-05
5586,3.255956,,4.2963e-05
5587,3.233261,,4.29469e-05
5588,3.558012,,4.29309e-05
5589,2.828218,,4.29149e-05
5590,3.565664,,4.28988e-05
5591,3.471406,,4.28828e-05
5592,3.370699,,4.28668e-05
5593,2.769582,,4.28507e-05
5594,2.698058,,4.28347e-05
5595,2.936421,,4.28187e-05
5596,2.958217,,4.28027e-05
5597,3.066657,,4.27866e-05
5598,2.752316,,4.27706e-05
5599,2.939648,,4.27546e-05
5600,2.819945,,4.27386e-05
5601,3.321589,,4.27225e-05
5602,2.948471,,4.27065e-05
5603,3.216802,,4.26905e-05
5604,2.864180,,4.26745e-05
5605,3.077876,,4.26585e-05
5606,2.846243,,4.26425e-05
5607,3.029951,,4.26264e-05
5608,2.995613,,4.26104e-05
5609,3.274694,,4.25944e-05
5610,2.433656,,4.25784e-05
5611,3.991902,,4.25624e-05
5612,3.930332,,4.25464e-05
5613,2.932491,,4.25303e-05
5614,3.373966,,4.25143e-05
5615,3.124915,,4.24983e-05
5616,3.081310,,4.24823e-05
5617,3.525757,,4.24663e-05
5618,2.928079,,4.24503e-05
5619,2.456344,,4.24343e-05
5620,2.755039,,4.24183e-05
5621,2.837147,,4.24023e-05
5622,3.017856,,4.23863e-05
5623,3.053919,,4.23703e-05
5624,3.417611,,4.23543e-05
5625,2.889918,,4.23383e-05
5626,2.910642,,4.23223e-05
5627,3.778230,,4.23063e-05
5628,3.751968,,4.22903e-05
5629,3.519294,,4.22743e-05
5630,3.565664,,4.22583e-05
5631,3.254251,,4.22423e-05
5632,2.963502,,4.22263e-05
5633,2.980828,,4.22103e-05
5634,3.576067,,4.21943e-05
5635,3.687352,,4.21783e-05
5636,3.646801,,4.21623e-05
5637,3.771845,,4.21463e-05
5638,3.797942,,4.21303e-05
5639,3.951104,,4.21143e-05
5640,3.769288,,4.20983e-05
5641,4.106612,,4.20823e-05
5642,3.288950,,4.20663e-05
5643,3.375586,,4.20503e-05
5644,4.033676,,4.20344e-05
5645,3.679033,,4.20184e-05
5646,3.625932,,4.20024e-05
5647,3.575300,,4.19864e-05
5648,2.341231,,4.19704e-05
5649,3.226126,,4.19544e-05
5650,3.554741,,4.19385e-05
5651,3.157790,,4.19225e-05
5652,3.196431,,4.19065e-05
5653,2.445559,,4.18905e-05
5654,2.862708,,4.18745e-05
5655,2.718858,,4.18586e-05
5656,3.108195,,4.18426e-05
5657,3.283731,,4.18266e-05
5658,2.738177,,4.18106e-05
5659,2.820213,,4.17947e-05
5660,3.150467,,4.17787e-05
5661,2.961355,,4.17627e-05
5662,2.749572,,4.17467e-05
5663,3.245245,,4.17308e-05
5664,3.316633,,4.17148e-05
5665,3.308105,,4.16988e-05
5666,3.162169,,4.16829e-05
5667,3.313804,,4.16669e-05
5668,2.936506,,4.16509e-05
5669,2.917442,,4.1635e-05
5670,2.782424,,4.1619e-05
5671,2.921694,,4.1603e-05
5672,3.209285,,4.15871e-05
5673,2.771533,,4.15711e-05
5674,2.689607,,4.15551e-05
5675,3.174581,,4.15392e-05
5676,2.846303,,4.15232e-05
5677,2.983338,,4.15073e-05
5678,3.075607,,4.14913e-05
5679,2.872305,,4.14753e-05
5680,2.244728,,4.14594e-05
5681,2.327058,,4.14434e-05
5682,2.420754,,4.14275e-05
5683,2.524149,,4.14115e-05
5684,2.448194,,4.13956e-05
5685,2.218978,,4.13796e-05
5686,2.392211,,4.13637e-05
5687,2.144585,,4.13477e-05
5688,2.449915,,4.13318e-05
5689,2.606951,,4.13158e-05
5690,2.414139,,4.12999e-05
5691,2.380564,,4.12839e-05
5692,2.536763,,4.1268e-05
5693,2.315640,,4.1252e-05
5694,2.281898,,4.12361e-05
5695,2.331656,,4.12201e-05
5696,2.407583,,4.12042e-05
5697,2.436033,,4.11883e-05
5698,2.752137,,4.11723e-05
5699,2.899126,,4.11564e-05
5700,2.638177,,4.11405e-05
5701,2.115127,,4.11245e-05
5702,2.903433,,4.11086e-05
5703,2.568233,,4.10926e-05
5704,2.760824,,4.10767e-05
5705,2.493540,,4.10608e-05
5706,2.854409,,4.10448e-05
5707,2.571221,,4.10289e-05
5708,2.986372,,4.1013e-05
5709,3.175356,,4.09971e-05
5710,3.536775,,4.09811e-05
5711,3.393601,,4.09652e-05
5712,3.228386,,4.09493e-05
5713,3.382236,,4.09333e-05
5714,3.032418,,4.09174e-05
5715,3.355546,,4.09015e-05
5716,3.182000,,4.08856e-05
5717,3.484512,,4.08696e-05
5718,3.374430,,4.08537e-05
5719,2.989757,,4.08378e-05
5720,3.450162,,4.08219e-05
5721,3.536880,,4.0806e-05
5722,2.437756,,4.07901e-05
5723,2.722971,,4.07741e-05
5724,3.726242,,4.07582e-05
5725,3.400753,,4.07423e-05
5726,3.016907,,4.07264e-05
5727,2.643715,,4.07105e-05
5728,2.371333,,4.06946e-05
5729,3.014680,,4.06787e-05
5730,2.858627,,4.06628e-05
5731,2.741930,,4.06468e-05
5732,2.648420,,4.06309e-05
5733,2.916313,,4.0615e-05
5734,2.697838,,4.05991e-05
5735,2.542656,,4.05832e-05
5736,2.501113,,4.05673e-05
5737,2.961422,,4.05514e-05
5738,3.641090,,4.05355e-05
5739,3.280272,,4.05196e-05
5740,2.222085,,4.05037e-05
5741,2.815801,,4.04878e-05
5742,2.568271,,4.04719e-05
5743,2.978419,,4.0456e-05
5744,3.001750,,4.04401e-05
5745,2.858476,,4.04242e-05
5746,3.296752,,4.04083e-05
5747,2.995442,,4.03924e-05
5748,2.830441,,4.03766e-05
5749,2.397341,,4.03607e-05
5750,2.789092,3.159261,4.03448e-05
5751,3.325826,,4.03289e-05
5752,3.022079,,4.0313e-05
5753,3.198918,,4.02971e-05
5754,3.058391,,4.02812e-05
5755,2.386231,,4.02653e-05
5756,2.545767,,4.02495e-05
5757,2.787829,,4.02336e-05
5758,2.830155,,4.02177e-05
5759,3.034964,,4.02018e-05
5760,3.155022,,4.01859e-05
5761,2.981174,,4.01701e-05
5762,2.991314,,4.01542e-05
5763,2.738052,,4.01383e-05
5764,3.277296,,4.01224e-05
5765,2.878526,,4.01066e-05
5766,3.126296,,4.00907e-05
5767,2.912472,,4.00748e-05
5768,3.007423,,4.00589e-05
5769,3.017624,,4.00431e-05
5770,2.563020,,4.00272e-05
5771,3.510387,,4.00113e-05
5772,2.575473,,3.99955e-05
5773,2.760002,,3.99796e-05
5774,3.739645,,3.99637e-05
5775,3.188247,,3.99479e-05
5776,2.860074,,3.9932e-05
5777,3.282218,,3.99161e-05
5778,2.625542,,3.99003e-05
5779,2.636173,,3.98844e-05
5780,2.727970,,3.98686e-05
5781,3.320840,,3.98527e-05
5782,3.311197,,3.98369e-05
5783,3.881894,,3.9821e-05
5784,3.841701,,3.98051e-05
5785,3.335531,,3.97893e-05
5786,2.615500,,3.97734e-05
5787,2.987431,,3.97576e-05
5788,2.669010,,3.97417e-05
5789,2.649000,,3.97259e-05
5790,2.292579,,3.971e-05
5791,2.297164,,3.96942e-05
5792,2.681907,,3.96783e-05
5793,3.063299,,3.96625e-05
5794,2.550867,,3.96467e-05
5795,2.640270,,3.96308e-05
5796,2.592561,,3.9615e-05
5797,3.094934,,3.95991e-05
5798,2.869041,,3.95833e-05
5799,3.235018,,3.95675e-05
5800,2.327292,,3.95516e-05
5801,2.485845,,3.95358e-05
5802,2.575691,,3.952e-05
5803,2.379393,,3.95041e-05
5804,3.082605,,3.94883e-05
5805,2.607931,,3.94725e-05
5806,2.448871,,3.94566e-05
5807,3.124117,,3.94408e-05
5808,3.658626,,3.9425e-05
5809,2.578689,,3.94091e-05
5810,2.745314,,3.93933e-05
5811,3.213255,,3.93775e-05
5812,3.306803,,3.93617e-05
5813,3.449130,,3.93458e-05
5814,3.221629,,3.933e-05
5815,3.529127,,3.93142e-05
5816,3.563861,,3.92984e-05
5817,3.330855,,3.92826e-05
5818,3.506178,,3.92667e-05
5819,4.046463,,3.92509e-05
5820,3.445567,,3.92351e-05
5821,3.153215,,3.92193e-05
5822,3.619844,,3.92035e-05
5823,3.889344,,3.91877e-05
5824,3.730739,,3.91719e-05
5825,3.401903,,3.91561e-05
5826,2.724826,,3.91403e-05
5827,3.081399,,3.91244e-05
5828,3.583594,,3.91086e-05
5829,3.192869,,3.90928e-05
5830,3.451669,,3.9077e-05
5831,3.494737,,3.90612e-05
5832,2.621032,,3.90454e-05
5833,3.414064,,3.90296e-05
5834,2.940795,,3.90138e-05
5835,3.254437,,3.8998e-05
5836,3.532604,,3.89822e-05
5837,2.904406,,3.89664e-05
5838,2.844074,,3.89507e-05
5839,2.690548,,3.89349e-05
5840,2.919589,,3.89191e-05
5841,2.820108,,3.89033e-05
5842,3.210103,,3.88875e-05
5843,3.172070,,3.88717e-05
5844,3.412510,,3.88559e-05
5845,3.028410,,3.88401e-05
5846,3.355500,,3.88243e-05
5847,3.526947,,3.88086e-05
5848,3.432983,,3.87928e-05
5849,3.301863,,3.8777e-05
5850,3.268557,,3.87612e-05
5851,2.866321,,3.87454e-05
5852,3.037397,,3.87297e-05
5853,2.764213,,3.87139e-05
5854,3.345050,,3.86981e-05
5855,3.475367,,3.86823e-05
5856,2.873768,,3.86666e-05
5857,3.256473,,3.86508e-05
5858,3.495553,,3.8635e-05
5859,3.507511,,3.86192e-05
5860,3.753850,,3.86035e-05
5861,3.593166,,3.85877e-05
5862,3.341381,,3.85719e-05
5863,3.360041,,3.85562e-05
5864,2.652648,,3.85404e-05
5865,2.577394,,3.85247e-05
5866,2.683434,,3.85089e-05
5867,2.678659,,3.84931e-05
5868,2.878580,,3.84774e-05
5869,3.062848,,3.84616e-05
5870,2.690212,,3.84459e-05
5871,3.237267,,3.84301e-05
5872,2.724419,,3.84144e-05
5873,2.853414,,3.83986e-05
5874,2.729389,,3.83829e-05
5875,2.689311,,3.83671e-05
5876,2.501085,,3.83514e-05
5877,2.851879,,3.83356e-05
5878,2.811177,,3.83199e-05
5879,2.534630,,3.83041e-05
5880,2.566165,,3.82884e-05
5881,2.986912,,3.82726e-05
5882,2.917652,,3.82569e-05
5883,1.772998,,3.82411e-05
5884,2.839502,,3.82254e-05
5885,2.736341,,3.82097e-05
5886,2.636873,,3.81939e-05
5887,2.564372,,3.81782e-05
5888,2.295440,,3.81625e-05
5889,2.523003,,3.81467e-05
5890,2.465667,,3.8131e-05
5891,3.004790,,3.81153e-05
5892,2.367037,,3.80995e-05
5893,2.060891,,3.80838e-05
5894,2.959321,,3.80681e-05
5895,2.440956,,3.80524e-05
5896,3.373783,,3.80366e-05
5897,2.974106,,3.80209e-05
5898,3.089159,,3.80052e-05
5899,3.122273,,3.79895e-05
5900,2.942732,,3.79738e-05
5901,3.594906,,3.7958e-05
5902,3.774819,,3.79423e-05
5903,3.456885,,3.79266e-05
5904,3.202218,,3.79109e-05
5905,3.249705,,3.78952e-05
5906,3.342178,,3.78795e-05
5907,3.355325,,3.78638e-05
5908,3.553629,,3.7848e-05
5909,3.680433,,3.78323e-05
5910,3.768649,,3.78166e-05
5911,3.428586,,3.78009e-05
5912,2.751503,,3.77852e-05
5913,3.184203,,3.77695e-05
5914,2.935084,,3.77538e-05
5915,2.821064,,3.77381e-05
5916,2.822413,,3.77224e-05
5917,2.860564,,3.77067e-05
5918,3.249228,,3.7691e-05
5919,3.272788,,3.76753e-05
5920,3.591699,,3.76596e-05
5921,3.602484,,3.76439e-05
5922,3.645133,,3.76283e-05
5923,3.404080,,3.76126e-05
5924,2.696075,,3.75969e-05
5925,2.689773,,3.75812e-05
5926,2.931921,,3.75655e-05
5927,3.279437,,3.75498e-05
5928,3.464234,,3.75341e-05
5929,3.416874,,3.75185e-05
5930,2.647071,,3.75028e-05
5931,3.470222,,3.74871e-05
5932,3.011712,,3.74714e-05
5933,2.424231,,3.74557e-05
5934,2.997807,,3.74401e-05
5935,2.669053,,3.74244e-05
5936,2.764401,,3.74087e-05
5937,2.639298,,3.7393e-05
5938,2.719359,,3.73774e-05
5939,2.590527,,3.73617e-05
5940,2.412470,,3.7346e-05
5941,2.798802,,3.73304e-05
5942,2.901703,,3.73147e-05
5943,2.641514,,3.72991e-05
5944,2.979198,,3.72834e-05
5945,3.308148,,3.72677e-05
5946,3.116719,,3.72521e-05
5947,3.517372,,3.72364e-05
5948,3.026356,,3.72208e-05
5949,2.812406,,3.72051e-05
5950,2.922841,,3.71894e-05
5951,2.943585,,3.71738e-05
5952,2.947066,,3.71581e-05
5953,3.243697,,3.71425e-05
5954,3.569426,,3.71268e-05
5955,3.143464,,3.71112e-05
5956,3.038693,,3.70955e-05
5957,3.504262,,3.70799e-05
5958,3.217825,,3.70643e-05
5959,3.568883,,3.70486e-05
5960,3.543397,,3.7033e-05
5961,3.330615,,3.70173e-05
5962,3.466318,,3.70017e-05
5963,2.908218,,3.69861e-05
5964,3.531888,,3.69704e-05
5965,2.820607,,3.69548e-05
5966,3.133441,,3.69392e-05
5967,3.286551,,3.69235e-05
5968,3.303825,,3.69079e-05
5969,3.212928,,3.68923e-05
5970,3.655021,,3.68767e-05
5971,3.314847,,3.6861e-05
5972,3.155477,,3.68454e-05
5973,3.451155,,3.68298e-05
5974,2.708364,,3.68142e-05
5975,3.465731,,3.67985e-05
5976,3.557772,,3.67829e-05
5977,3.758984,,3.67673e-05
5978,3.388289,,3.67517e-05
5979,3.313130,,3.67361e-05
5980,2.757641,,3.67205e-05
5981,3.812292,,3.67048e-05
5982,3.880350,,3.66892e-05
5983,3.073367,,3.66736e-05
5984,2.658854,,3.6658e-05
5985,3.056381,,3.66424e-05
5986,3.228686,,3.66268e-05
5987,3.234049,,3.66112e-05
5988,2.923839,,3.65956e-05
5989,3.329306,,3.658e-05
5990,3.099410,,3.65644e-05
5991,3.064385,,3.65488e-05
5992,3.270065,,3.65332e-05
5993,3.326023,,3.65176e-05
5994,3.431383,,3.6502e-05
5995,3.367487,,3.64864e-05
5996,3.316635,,3.64708e-05
5997,3.904250,,3.64553e-05
5998,3.654571,,3.64397e-05
5999,2.899154,,3.64241e-05
6000,2.741028,3.130818,3.64085e-05
6001,3.155235,,3.63929e-05
6002,2.859401,,3.63773e-05
6003,3.343261,,3.63618e-05
6004,2.929249,,3.63462e-05
6005,2.630569,,3.63306e-05
6006,3.233819,,3.6315e-05
6007,3.109934,,3.62994e-05
6008,2.579438,,3.62839e-05
6009,2.753469,,3.62683e-05
6010,2.808475,,3.62527e-05
6011,3.101555,,3.62372e-05
6012,3.080946,,3.62216e-05
6013,3.095790,,3.6206e-05
6014,3.469754,,3.61905e-05
6015,3.486524,,3.61749e-05
6016,3.744955,,3.61593e-05
6017,2.818386,,3.61438e-05
6018,2.396123,,3.61282e-05
6019,2.677404,,3.61127e-05
6020,2.404587,,3.60971e-05
6021,2.517751,,3.60815e-05
6022,2.498963,,3.6066e-05
6023,2.540550,,3.60504e-05
6024,2.833886,,3.60349e-05
6025,3.120464,,3.60193e-05
6026,2.618200,,3.60038e-05
6027,2.632143,,3.59883e-05
6028,2.762882,,3.59727e-05
6029,2.571526,,3.59572e-05
6030,2.581048,,3.59416e-05
6031,2.194212,,3.59261e-05
6032,2.523860,,3.59105e-05
6033,2.709190,,3.5895e-05
6034,3.121111,,3.58795e-05
6035,2.408983,,3.58639e-05
6036,2.544099,,3.58484e-05
6037,3.029956,,3.58329e-05
6038,2.171149,,3.58173e-05
6039,2.353815,,3.58018e-05
6040,2.666949,,3.57863e-05
6041,2.473156,,3.57708e-05
6042,2.802291,,3.57552e-05
6043,2.885806,,3.57397e-05
6044,3.034345,,3.57242e-05
6045,2.864392,,3.57087e-05
6046,2.702171,,3.56932e-05
6047,2.888959,,3.56777e-05
6048,2.808671,,3.56621e-05
6049,2.612585,,3.56466e-05
6050,2.864690,,3.56311e-05
6051,2.958859,,3.56156e-05
6052,2.773363,,3.56001e-05
6053,2.391273,,3.55846e-05
6054,2.520691,,3.55691e-05
6055,2.618451,,3.55536e-05
6056,2.395405,,3.55381e-05
6057,2.626773,,3.55226e-05
6058,2.115838,,3.55071e-05
6059,2.115924,,3.54916e-05
6060,2.927227,,3.54761e-05
6061,2.613215,,3.54606e-05
6062,3.015287,,3.54451e-05
6063,2.972845,,3.54296e-05
6064,2.989644,,3.54141e-05
6065,2.679321,,3.53986e-05
6066,2.851344,,3.53831e-05
6067,3.450157,,3.53676e-05
6068,3.214078,,3.53522e-05
6069,3.073282,,3.53367e-05
6070,3.570263,,3.53212e-05
6071,2.598249,,3.53057e-05
6072,3.104912,,3.52902e-05
6073,3.684304,,3.52748e-05
6074,3.182748,,3.52593e-05
6075,3.049566,,3.52438e-05
6076,3.141998,,3.52283e-05
6077,3.019180,,3.52129e-05
6078,3.116231,,3.51974e-05
6079,2.256212,,3.51819e-05
6080,2.796054,,3.51665e-05
6081,2.938840,,3.5151e-05
6082,3.100960,,3.51356e-05
6083,3.675006,,3.51201e-05
6084,2.827735,,3.51046e-05
6085,2.605143,,3.50892e-05
6086,2.982773,,3.50737e-05
6087,3.142188,,3.50583e-05
6088,2.986194,,3.50428e-05
6089,2.314219,,3.50274e-05
6090,2.436851,,3.50119e-05
6091,3.115469,,3.49965e-05
6092,3.031634,,3.4981e-05
6093,2.705378,,3.49656e-05
6094,2.900441,,3.49501e-05
6095,2.689177,,3.49347e-05
6096,2.842575,,3.49192e-05
6097,3.421930,,3.49038e-05
6098,2.701462,,3.48884e-05
6099,2.306144,,3.48729e-05
6100,2.132830,,3.48575e-05
6101,2.877128,,3.48421e-05
