step,train_loss,eval_loss,lr
2740,3.366704,,8.51832e-05
2741,3.156140,,8.51717e-05
2742,3.329490,,8.51601e-05
2743,3.014983,,8.51486e-05
2744,2.935285,,8.51371e-05
2745,2.729183,,8.51256e-05
2746,3.220264,,8.51141e-05
2747,3.140963,,8.51025e-05
2748,2.887682,,8.5091e-05
2749,2.444153,,8.50795e-05
2750,2.301205,3.228547,8.50679e-05
2751,2.597282,,8.50564e-05
2752,2.252761,,8.50448e-05
2753,2.467222,,8.50333e-05
2754,2.696578,,8.50217e-05
2755,2.294447,,8.50102e-05
2756,1.980096,,8.49986e-05
2757,2.173953,,8.4987e-05
2758,2.213120,,8.49755e-05
2759,2.597890,,8.49639e-05
2760,2.707670,,8.49523e-05
2761,2.661274,,8.49407e-05
2762,2.929794,,8.49291e-05
2763,2.740380,,8.49175e-05
2764,2.658871,,8.4906e-05
2765,2.829870,,8.48944e-05
2766,2.912546,,8.48828e-05
2767,2.421961,,8.48712e-05
2768,2.478968,,8.48595e-05
2769,2.779858,,8.48479e-05
2770,2.731067,,8.48363e-05
2771,2.275184,,8.48247e-05
2772,2.611858,,8.48131e-05
2773,2.623912,,8.48015e-05
2774,2.643465,,8.47898e-05
2775,2.740784,,8.47782e-05
2776,3.074121,,8.47666e-05
2777,2.679094,,8.47549e-05
2778,2.423650,,8.47433e-05
2779,3.064277,,8.47316e-05
2780,3.114404,,8.472e-05
2781,3.118108,,8.47083e-05
2782,2.201067,,8.46967e-05
2783,2.423683,,8.4685e-05
2784,3.339453,,8.46733e-05
2785,2.850246,,8.46617e-05
2786,2.208786,,8.465e-05
2787,3.546254,,8.46383e-05
2788,3.147382,,8.46266e-05
2789,2.706756,,8.46149e-05
2790,3.222614,,8.46033e-05
2791,3.224576,,8.45916e-05
2792,3.056979,,8.45799e-05
2793,2.403091,,8.45682e-05
2794,3.111095,,8.45565e-05
2795,2.711664,,8.45448e-05
2796,3.160716,,8.45331e-05
2797,3.845031,,8.45213e-05
2798,3.426303,,8.45096e-05
2799,3.899867,,8.44979e-05
2800,3.436897,,8.44862e-05
2801,2.365230,,8.44745e-05
2802,2.972452,,8.44627e-05
2803,2.883586,,8.4451e-05
2804,2.762141,,8.44393e-05
2805,3.305699,,8.44275e-05
2806,2.749183,,8.44158e-05
2807,2.469426,,8.4404e-05
2808,2.775096,,8.43923e-05
2809,2.113763,,8.43805e-05
2810,2.727225,,8.43688e-05
2811,3.605161,,8.4357e-05
2812,2.840049,,8.43452e-05
2813,1.670552,,8.43335e-05
2814,2.828350,,8.43217e-05
2815,3.030964,,8.43099e-05
2816,2.633672,,8.42981e-05
2817,2.845415,,8.42863e-05
2818,3.638114,,8.42745e-05
2819,3.564583,,8.42628e-05
2820,3.407806,,8.4251e-05
2821,2.581564,,8.42392e-05
2822,2.229140,,8.42274e-05
2823,1.809350,,8.42155e-05
2824,1.878384,,8.42037e-05
2825,2.779901,,8.41919e-05
2826,2.366922,,8.41801e-05
2827,3.013934,,8.41683e-05
2828,2.795896,,8.41565e-05
2829,3.406948,,8.41446e-05
2830,2.649761,,8.41328e-05
2831,2.964977,,8.4121e-05
2832,3.377272,,8.41091e-05
2833,3.694131,,8.40973e-05
2834,3.613973,,8.40854e-05
2835,2.906404,,8.40736e-05
2836,3.006305,,8.40617e-05
2837,2.642865,,8.40499e-05
2838,2.781847,,8.4038e-05
2839,3.070502,,8.40262e-05
2840,3.044793,,8.40143e-05
2841,2.213073,,8.40024e-05
2842,3.229505,,8.39905e-05
2843,2.769294,,8.39787e-05
2844,3.183931,,8.39668e-05
2845,2.207016,,8.39549e-05
2846,2.689828,,8.3943e-05
2847,2.491052,,8.39311e-05
2848,3.020769,,8.39192e-05
2849,2.799921,,8.39073e-05
2850,2.688758,,8.38954e-05
2851,2.873845,,8.38835e-05
2852,2.387981,,8.38716e-05
2853,2.684494,,8.38597e-05
2854,2.838510,,8.38478e-05
2855,3.638934,,8.38359e-05
2856,3.537274,,8.38239e-05
2857,3.123021,,8.3812e-05
2858,3.664237,,8.38001e-05
2859,3.550671,,8.37881e-05
2860,3.675045,,8.37762e-05
2861,3.498061,,8.37643e-05
2862,3.441596,,8.37523e-05
2863,2.298854,,8.37404e-05
2864,2.722444,,8.37284e-05
2865,3.555758,,8.37164e-05
2866,3.123378,,8.37045e-05
2867,3.021645,,8.36925e-05
2868,3.384398,,8.36806e-05
2869,3.632762,,8.36686e-05
2870,3.505220,,8.36566e-05
2871,3.308161,,8.36446e-05
2872,3.312829,,8.36327e-05
2873,3.172552,,8.36207e-05
2874,3.023588,,8.36087e-05
2875,3.265880,,8.35967e-05
2876,2.624848,,8.35847e-05
2877,3.520443,,8.35727e-05
2878,3.558178,,8.35607e-05
2879,3.139469,,8.35487e-05
2880,2.931313,,8.35367e-05
2881,3.323817,,8.35247e-05
2882,3.017446,,8.35127e-05
2883,3.250529,,8.35006e-05
2884,3.199487,,8.34886e-05
2885,2.667933,,8.34766e-05
2886,2.731297,,8.34646e-05
2887,3.902327,,8.34525e-05
2888,3.321623,,8.34405e-05
2889,3.267725,,8.34284e-05
2890,3.025934,,8.34164e-05
2891,3.097974,,8.34043e-05
2892,3.346565,,8.33923e-05
2893,3.324407,,8.33802e-05
2894,3.551707,,8.33682e-05
2895,3.335783,,8.33561e-05
2896,3.407908,,8.33441e-05
2897,3.695824,,8.3332e-05
2898,4.007150,,8.33199e-05
2899,3.042894,,8.33078e-05
2900,2.977150,,8.32958e-05
2901,3.471051,,8.32837e-05
2902,3.145020,,8.32716e-05
2903,3.311747,,8.32595e-05
2904,3.855319,,8.32474e-05
2905,2.515678,,8.32353e-05
2906,3.538132,,8.32232e-05
2907,2.766480,,8.32111e-05
2908,3.283869,,8.3199e-05
2909,3.128155,,8.31869e-05
2910,3.393087,,8.31748e-05
2911,3.479735,,8.31627e-05
2912,3.774385,,8.31505e-05
2913,2.790687,,8.31384e-05
2914,2.683906,,8.31263e-05
2915,2.991213,,8.31142e-05
2916,2.662134,,8.3102e-05
2917,2.843448,,8.30899e-05
2918,2.851472,,8.30777e-05
2919,2.734632,,8.30656e-05
2920,2.391072,,8.30534e-05
2921,2.441740,,8.30413e-05
2922,2.353380,,8.30291e-05
2923,2.005938,,8.3017e-05
2924,2.280082,,8.30048e-05
2925,2.689218,,8.29926e-05
2926,2.404601,,8.29805e-05
2927,2.160823,,8.29683e-05
2928,2.555597,,8.29561e-05
2929,2.436692,,8.29439e-05
2930,2.261768,,8.29318e-05
2931,2.854738,,8.29196e-05
2932,2.728290,,8.29074e-05
2933,2.816141,,8.28952e-05
2934,2.319292,,8.2883e-05
2935,2.872545,,8.28708e-05
2936,2.901481,,8.28586e-05
2937,3.074657,,8.28464e-05
2938,2.683363,,8.28342e-05
2939,2.474325,,8.2822e-05
2940,2.919331,,8.28097e-05
2941,2.226197,,8.27975e-05
2942,2.753246,,8.27853e-05
2943,2.820571,,8.27731e-05
2944,2.723318,,8.27608e-05
2945,3.059703,,8.27486e-05
2946,2.655473,,8.27364e-05
2947,3.077231,,8.27241e-05
2948,2.860415,,8.27119e-05
2949,2.727280,,8.26996e-05
2950,2.773370,,8.26874e-05
2951,2.484205,,8.26751e-05
2952,3.442983,,8.26629e-05
2953,2.805701,,8.26506e-05
2954,2.827103,,8.26383e-05
2955,3.240422,,8.26261e-05
2956,3.074595,,8.26138e-05
2957,2.758164,,8.26015e-05
2958,3.100879,,8.25892e-05
2959,3.366573,,8.25769e-05
2960,2.728491,,8.25647e-05
2961,2.799868,,8.25524e-05
2962,3.297939,,8.25401e-05
2963,3.300972,,8.25278e-05
2964,3.452864,,8.25155e-05
2965,3.250397,,8.25032e-05
2966,2.996508,,8.24909e-05
2967,3.369212,,8.24786e-05
2968,3.239841,,8.24662e-05
2969,3.156885,,8.24539e-05
2970,3.086782,,8.24416e-05
2971,3.274209,,8.24293e-05
2972,3.014117,,8.2417e-05
2973,2.814199,,8.24046e-05
2974,3.201252,,8.23923e-05
2975,3.059822,,8.238e-05
2976,2.903242,,8.23676e-05
2977,2.886851,,8.23553e-05
2978,3.050460,,8.23429e-05
2979,2.786017,,8.23306e-05
2980,2.929558,,8.23182e-05
2981,3.105382,,8.23059e-05
2982,2.883722,,8.22935e-05
2983,2.634942,,8.22811e-05
2984,3.248018,,8.22688e-05
2985,3.324675,,8.22564e-05
2986,3.236616,,8.2244e-05
2987,3.461007,,8.22316e-05
2988,2.790027,,8.22193e-05
2989,2.770700,,8.22069e-05
2990,3.553151,,8.21945e-05
2991,3.166008,,8.21821e-05
2992,3.183831,,8.21697e-05
2993,2.838158,,8.21573e-05
2994,3.203681,,8.21449e-05
2995,3.036103,,8.21325e-05
2996,3.528789,,8.21201e-05
2997,3.010496,,8.21077e-05
2998,3.284389,,8.20953e-05
2999,3.333120,,8.20828e-05
3000,3.544635,3.327562,8.20704e-05
3001,3.301317,,8.2058e-05
3002,2.698517,,8.20456e-05
3003,2.979621,,8.20331e-05
3004,2.843800,,8.20207e-05
3005,2.866547,,8.20082e-05
3006,3.022258,,8.19958e-05
3007,3.728312,,8.19834e-05
3008,3.602249,,8.19709e-05
3009,2.877175,,8.19585e-05
3010,2.797121,,8.1946e-05
3011,2.549919,,8.19335e-05
3012,2.534008,,8.19211e-05
3013,2.887705,,8.19086e-05
3014,2.821691,,8.18961e-05
3015,2.509543,,8.18837e-05
3016,3.099356,,8.18712e-05
3017,2.865253,,8.18587e-05
3018,2.933421,,8.18462e-05
3019,2.462623,,8.18338e-05
3020,2.564184,,8.18213e-05
3021,3.146851,,8.18088e-05
3022,3.152743,,8.17963e-05
3023,3.161482,,8.17838e-05
3024,3.308747,,8.17713e-05
3025,3.223051,,8.17588e-05
3026,3.370372,,8.17463e-05
3027,3.340998,,8.17337e-05
3028,3.500703,,8.17212e-05
3029,3.547294,,8.17087e-05
3030,3.133734,,8.16962e-05
3031,3.035625,,8.16837e-05
3032,3.585777,,8.16711e-05
3033,3.432395,,8.16586e-05
3034,2.868022,,8.16461e-05
3035,2.107018,,8.16335e-05
3036,1.845374,,8.1621e-05
3037,2.119665,,8.16084e-05
3038,2.332070,,8.15959e-05
3039,2.801462,,8.15833e-05
3040,3.002570,,8.15708e-05
3041,2.814106,,8.15582e-05
3042,3.502837,,8.15457e-05
3043,2.449408,,8.15331e-05
3044,2.409697,,8.15205e-05
3045,2.742372,,8.1508e-05
3046,3.200607,,8.14954e-05
3047,3.287736,,8.14828e-05
3048,2.411297,,8.14702e-05
3049,2.959133,,8.14576e-05
3050,3.453820,,8.1445e-05
3051,2.569012,,8.14324e-05
3052,2.833447,,8.14199e-05
3053,2.929114,,8.14073e-05
3054,2.982084,,8.13947e-05
3055,2.714859,,8.1382e-05
3056,3.189440,,8.13694e-05
3057,3.098357,,8.13568e-05
3058,2.865783,,8.13442e-05
3059,3.289985,,8.13316e-05
3060,2.965640,,8.1319e-05
3061,3.101155,,8.13063e-05
3062,3.254040,,8.12937e-05
3063,3.037073,,8.12811e-05
3064,2.974277,,8.12685e-05
3065,2.831957,,8.12558e-05
3066,3.386955,,8.12432e-05
3067,2.705957,,8.12305e-05
3068,3.248448,,8.12179e-05
3069,2.915175,,8.12052e-05
3070,3.509788,,8.11926e-05
3071,3.433486,,8.11799e-05
3072,3.289586,,8.11673e-05
3073,2.791408,,8.11546e-05
3074,2.654608,,8.11419e-05
3075,2.959263,,8.11293e-05
3076,3.734763,,8.11166e-05
3077,3.172202,,8.11039e-05
3078,3.339130,,8.10912e-05
3079,2.472987,,8.10785e-05
3080,3.244540,,8.10658e-05
3081,4.234235,,8.10532e-05
3082,2.990785,,8.10405e-05
3083,2.365845,,8.10278e-05
3084,2.680417,,8.10151e-05
3085,2.427455,,8.10024e-05
3086,2.447674,,8.09897e-05
3087,2.724858,,8.09769e-05
3088,2.710662,,8.09642e-05
3089,2.765945,,8.09515e-05
3090,2.497949,,8.09388e-05
3091,2.756679,,8.09261e-05
3092,2.593457,,8.09133e-05
3093,2.604998,,8.09006e-05
3094,2.456025,,8.08879e-05
3095,2.488334,,8.08752e-05
3096,2.832792,,8.08624e-05
3097,2.488322,,8.08497e-05
3098,3.202381,,8.08369e-05
3099,2.476683,,8.08242e-05
3100,2.677315,,8.08114e-05
3101,2.475823,,8.07987e-05
3102,2.435758,,8.07859e-05
3103,2.460666,,8.07731e-05
3104,2.749733,,8.07604e-05
3105,2.557586,,8.07476e-05
3106,2.716009,,8.07348e-05
3107,2.733572,,8.07221e-05
3108,2.397595,,8.07093e-05
3109,2.793411,,8.06965e-05
3110,3.029711,,8.06837e-05
3111,2.646399,,8.06709e-05
3112,3.083806,,8.06581e-05
3113,3.384292,,8.06454e-05
3114,3.575021,,8.06326e-05
3115,3.485610,,8.06198e-05
3116,3.362150,,8.0607e-05
3117,3.690069,,8.05941e-05
3118,3.406006,,8.05813e-05
3119,3.381166,,8.05685e-05
3120,3.835179,,8.05557e-05
3121,2.916172,,8.05429e-05
3122,3.621783,,8.05301e-05
3123,3.181068,,8.05172e-05
3124,3.293514,,8.05044e-05
3125,2.879231,,8.04916e-05
3126,2.912776,,8.04787e-05
3127,3.246976,,8.04659e-05
3128,3.096121,,8.04531e-05
3129,3.013918,,8.04402e-05
3130,3.180964,,8.04274e-05
3131,3.521699,,8.04145e-05
3132,3.282022,,8.04017e-05
3133,2.274988,,8.03888e-05
3134,3.133974,,8.03759e-05
3135,2.505815,,8.03631e-05
3136,2.549478,,8.03502e-05
3137,2.907148,,8.03373e-05
3138,2.984310,,8.03245e-05
3139,3.076412,,8.03116e-05
3140,3.175077,,8.02987e-05
3141,3.470835,,8.02858e-05
3142,3.313595,,8.02729e-05
3143,2.808204,,8.026e-05
3144,3.408348,,8.02472e-05
3145,2.666992,,8.02343e-05
3146,2.548510,,8.02214e-05
3147,2.625340,,8.02085e-05
3148,2.901248,,8.01955e-05
3149,3.376686,,8.01826e-05
3150,3.206468,,8.01697e-05
3151,3.007193,,8.01568e-05
3152,3.654821,,8.01439e-05
3153,2.767388,,8.0131e-05
3154,3.584943,,8.0118e-05
3155,2.872586,,8.01051e-05
3156,3.043407,,8.00922e-05
3157,3.086193,,8.00793e-05
3158,3.392584,,8.00663e-05
3159,3.544657,,8.00534e-05
3160,3.009838,,8.00404e-05
3161,3.752992,,8.00275e-05
3162,3.510032,,8.00145e-05
3163,3.333746,,8.00016e-05
3164,3.605459,,7.99886e-05
3165,3.210292,,7.99757e-05
3166,3.224772,,7.99627e-05
3167,3.033274,,7.99497e-05
3168,3.109965,,7.99368e-05
3169,2.860585,,7.99238e-05
3170,2.935446,,7.99108e-05
3171,2.817465,,7.98978e-05
3172,2.583792,,7.98849e-05
3173,2.670892,,7.98719e-05
3174,3.085831,,7.98589e-05
3175,2.759646,,7.98459e-05
3176,2.516518,,7.98329e-05
3177,2.502736,,7.98199e-05
3178,2.321021,,7.98069e-05
3179,2.489875,,7.97939e-05
3180,2.928042,,7.97809e-05
3181,2.447660,,7.97679e-05
3182,2.465439,,7.97549e-05
3183,2.582554,,7.97419e-05
3184,2.523754,,7.97288e-05
3185,2.619845,,7.97158e-05
3186,2.616947,,7.97028e-05
3187,3.062662,,7.96898e-05
3188,2.760626,,7.96767e-05
3189,2.195407,,7.96637e-05
3190,2.548233,,7.96507e-05
3191,3.029781,,7.96376e-05
3192,2.453154,,7.96246e-05
3193,2.420493,,7.96115e-05
3194,2.764554,,7.95985e-05
3195,2.685269,,7.95854e-05
3196,2.433053,,7.95724e-05
3197,2.664630,,7.95593e-05
3198,2.438465,,7.95463e-05
3199,2.685192,,7.95332e-05
3200,2.516241,,7.95201e-05
3201,2.641804,,7.9507e-05
3202,2.773912,,7.9494e-05
3203,2.680166,,7.94809e-05
3204,2.350746,,7.94678e-05
3205,2.913194,,7.94547e-05
3206,2.875509,,7.94416e-05
3207,2.777335,,7.94286e-05
3208,3.287878,,7.94155e-05
3209,3.945864,,7.94024e-05
3210,2.715052,,7.93893e-05
3211,2.744115,,7.93762e-05
3212,3.031082,,7.93631e-05
3213,3.417919,,7.93499e-05
3214,3.211261,,7.93368e-05
3215,3.375988,,7.93237e-05
3216,3.211504,,7.93106e-05
3217,3.346701,,7.92975e-05
3218,3.163343,,7.92844e-05
3219,3.646832,,7.92712e-05
3220,3.380782,,7.92581e-05
3221,3.192955,,7.9245e-05
3222,3.485198,,7.92318e-05
3223,3.180289,,7.92187e-05
3224,3.573451,,7.92055e-05
3225,3.027526,,7.91924e-05
3226,3.068576,,7.91793e-05
3227,3.602046,,7.91661e-05
3228,3.553488,,7.91529e-05
3229,2.952822,,7.91398e-05
3230,2.938513,,7.91266e-05
3231,3.219172,,7.91135e-05
3232,2.441826,,7.91003e-05
3233,2.699599,,7.90871e-05
3234,2.904551,,7.9074e-05
3235,2.912502,,7.90608e-05
3236,3.153611,,7.90476e-05
3237,2.867130,,7.90344e-05
3238,3.196572,,7.90212e-05
3239,3.077759,,7.9008e-05
3240,3.383674,,7.89949e-05
3241,2.985894,,7.89817e-05
3242,3.415828,,7.89685e-05
3243,2.975129,,7.89553e-05
3244,2.573348,,7.89421e-05
3245,3.151768,,7.89288e-05
3246,3.289883,,7.89156e-05
3247,3.115583,,7.89024e-05
3248,3.185015,,7.88892e-05
3249,2.808300,,7.8876e-05
3250,3.316473,3.404525,7.88628e-05
3251,3.268514,,7.88495e-05
3252,2.987030,,7.88363e-05
3253,3.041331,,7.88231e-05
3254,2.914160,,7.88099e-05
3255,3.106725,,7.87966e-05
3256,3.107143,,7.87834e-05
3257,2.980038,,7.87701e-05
3258,3.234934,,7.87569e-05
3259,3.126273,,7.87436e-05
3260,3.012037,,7.87304e-05
3261,3.054836,,7.87171e-05
3262,2.684078,,7.87039e-05
3263,2.783536,,7.86906e-05
3264,3.085634,,7.86773e-05
3265,2.938093,,7.86641e-05
3266,2.940677,,7.86508e-05
3267,2.941205,,7.86375e-05
3268,2.608745,,7.86243e-05
3269,3.120839,,7.8611e-05
3270,2.771182,,7.85977e-05
3271,2.948248,,7.85844e-05
3272,2.743101,,7.85711e-05
3273,2.799986,,7.85578e-05
3274,2.736259,,7.85445e-05
3275,2.455671,,7.85312e-05
3276,2.318928,,7.85179e-05
3277,2.142202,,7.85046e-05
3278,2.562093,,7.84913e-05
3279,2.511591,,7.8478e-05
3280,2.690552,,7.84647e-05
3281,2.246214,,7.84514e-05
3282,2.376274,,7.84381e-05
3283,2.570896,,7.84248e-05
3284,2.335517,,7.84114e-05
3285,2.743937,,7.83981e-05
3286,2.467723,,7.83848e-05
3287,2.403598,,7.83714e-05
3288,2.304263,,7.83581e-05
3289,2.418355,,7.83448e-05
3290,2.580261,,7.83314e-05
3291,2.696502,,7.83181e-05
3292,2.472718,,7.83047e-05
3293,2.942179,,7.82914e-05
3294,2.612490,,7.8278e-05
3295,3.043996,,7.82647e-05
3296,2.931540,,7.82513e-05
3297,2.498680,,7.8238e-05
3298,2.993435,,7.82246e-05
3299,2.616945,,7.82112e-05
3300,2.799035,,7.81979e-05
3301,3.244657,,7.81845e-05
3302,2.525384,,7.81711e-05
3303,2.772440,,7.81577e-05
3304,3.365485,,7.81443e-05
3305,3.559103,,7.8131e-05
3306,3.338862,,7.81176e-05
3307,3.481592,,7.81042e-05
3308,3.304041,,7.80908e-05
3309,2.684520,,7.80774e-05
3310,2.497917,,7.8064e-05
3311,2.187063,,7.80506e-05
3312,2.243074,,7.80372e-05
3313,2.874541,,7.80238e-05
3314,3.260476,,7.80103e-05
3315,2.223128,,7.79969e-05
3316,2.337828,,7.79835e-05
3317,2.595354,,7.79701e-05
3318,2.459347,,7.79567e-05
3319,2.284427,,7.79432e-05
3320,2.886830,,7.79298e-05
3321,2.635372,,7.79164e-05
3322,2.454096,,7.79029e-05
3323,2.110150,,7.78895e-05
3324,2.171835,,7.78761e-05
3325,2.898232,,7.78626e-05
3326,3.111025,,7.78492e-05
3327,2.092729,,7.78357e-05
3328,2.485309,,7.78223e-05
3329,2.373668,,7.78088e-05
3330,2.792609,,7.77953e-05
3331,2.836890,,7.77819e-05
3332,2.556763,,7.77684e-05
3333,3.004756,,7.77549e-05
3334,2.900841,,7.77415e-05
3335,3.119630,,7.7728e-05
3336,3.397088,,7.77145e-05
3337,3.078341,,7.7701e-05
3338,3.904267,,7.76876e-05
3339,3.764186,,7.76741e-05
3340,3.200037,,7.76606e-05
3341,3.297981,,7.76471e-05
3342,2.852093,,7.76336e-05
3343,3.406399,,7.76201e-05
3344,2.896840,,7.76066e-05
3345,2.885617,,7.75931e-05
3346,2.930691,,7.75796e-05
3347,3.313178,,7.75661e-05
3348,3.154277,,7.75526e-05
3349,2.674512,,7.75391e-05
3350,3.065323,,7.75255e-05
3351,3.460628,,7.7512e-05
3352,3.483375,,7.74985e-05
3353,3.484838,,7.7485e-05
3354,3.126437,,7.74714e-05
3355,3.372762,,7.74579e-05
3356,3.095212,,7.74444e-05
3357,2.432914,,7.74308e-05
3358,3.300146,,7.74173e-05
3359,2.675561,,7.74038e-05
3360,3.259534,,7.73902e-05
3361,2.992876,,7.73767e-05
3362,2.787159,,7.73631e-05
3363,3.139160,,7.73495e-05
3364,3.131105,,7.7336e-05
3365,3.128643,,7.73224e-05
3366,2.992492,,7.73089e-05
3367,3.037905,,7.72953e-05
3368,2.954344,,7.72817e-05
3369,3.292453,,7.72682e-05
3370,2.896147,,7.72546e-05
3371,3.112299,,7.7241e-05
3372,3.421032,,7.72274e-05
3373,3.380375,,7.72138e-05
3374,2.785469,,7.72003e-05
3375,2.774111,,7.71867e-05
3376,3.080703,,7.71731e-05
3377,3.419630,,7.71595e-05
3378,3.053237,,7.71459e-05
3379,3.278376,,7.71323e-05
3380,2.760167,,7.71187e-05
3381,2.745485,,7.71051e-05
3382,3.210753,,7.70915e-05
3383,2.650495,,7.70778e-05
3384,2.830758,,7.70642e-05
3385,2.873884,,7.70506e-05
3386,3.286203,,7.7037e-05
3387,2.915141,,7.70234e-05
3388,2.565654,,7.70097e-05
3389,2.870699,,7.69961e-05
3390,2.823584,,7.69825e-05
3391,3.016300,,7.69688e-05
3392,3.071199,,7.69552e-05
3393,3.199442,,7.69416e-05
3394,2.740020,,7.69279e-05
3395,3.052434,,7.69143e-05
3396,2.478592,,7.69006e-05
3397,2.635886,,7.6887e-05
3398,2.685648,,7.68733e-05
3399,2.380368,,7.68597e-05
3400,2.961249,,7.6846e-05
3401,2.152841,,7.68323e-05
3402,1.768389,,7.68187e-05
3403,2.866998,,7.6805e-05
3404,3.254946,,7.67913e-05
3405,3.032137,,7.67777e-05
3406,2.707760,,7.6764e-05
3407,2.760481,,7.67503e-05
3408,3.080490,,7.67366e-05
3409,2.922733,,7.67229e-05
3410,3.008997,,7.67093e-05
3411,2.658016,,7.66956e-05
3412,2.648144,,7.66819e-05
3413,2.705718,,7.66682e-05
3414,3.100357,,7.66545e-05
3415,3.472759,,7.66408e-05
3416,3.908826,,7.66271e-05
3417,2.846813,,7.66134e-05
3418,3.064466,,7.65996e-05
3419,2.641772,,7.65859e-05
3420,2.620533,,7.65722e-05
3421,2.775586,,7.65585e-05
3422,2.891978,,7.65448e-05
3423,3.059437,,7.6531e-05
3424,3.433961,,7.65173e-05
3425,2.647527,,7.65036e-05
3426,3.027554,,7.64899e-05
3427,3.232973,,7.64761e-05
3428,3.630126,,7.64624e-05
3429,4.078125,,7.64486e-05
3430,4.255349,,7.64349e-05
3431,3.323705,,7.64212e-05
3432,2.884307,,7.64074e-05
3433,3.706705,,7.63937e-05
3434,2.546309,,7.63799e-05
3435,2.101360,,7.63661e-05
3436,2.692180,,7.63524e-05
3437,2.794086,,7.63386e-05
3438,3.003733,,7.63248e-05
3439,2.920469,,7.63111e-05
3440,2.438184,,7.62973e-05
3441,2.701704,,7.62835e-05
3442,2.153772,,7.62698e-05
3443,1.901685,,7.6256e-05
3444,1.953304,,7.62422e-05
3445,2.378708,,7.62284e-05
3446,2.571776,,7.62146e-05
3447,2.520038,,7.62008e-05
3448,2.744375,,7.6187e-05
3449,2.841529,,7.61732e-05
3450,3.029207,,7.61594e-05
3451,2.749503,,7.61456e-05
3452,2.790467,,7.61318e-05
3453,2.494367,,7.6118e-05
3454,2.368350,,7.61042e-05
3455,3.086479,,7.60904e-05
3456,3.318182,,7.60766e-05
3457,3.265180,,7.60628e-05
3458,3.351534,,7.60489e-05
3459,3.527160,,7.60351e-05
3460,3.405821,,7.60213e-05
3461,3.043714,,7.60075e-05
3462,2.595941,,7.59936e-05
3463,3.205104,,7.59798e-05
3464,3.652809,,7.5966e-05
3465,4.267692,,7.59521e-05
3466,3.017763,,7.59383e-05
3467,2.961972,,7.59244e-05
3468,2.652988,,7.59106e-05
3469,2.436367,,7.58967e-05
3470,3.012893,,7.58829e-05
3471,3.233131,,7.5869e-05
3472,3.089285,,7.58552e-05
3473,3.204965,,7.58413e-05
3474,3.096792,,7.58274e-05
3475,2.833360,,7.58136e-05
3476,3.668794,,7.57997e-05
3477,3.418990,,7.57858e-05
3478,3.022671,,7.5772e-05
3479,3.887153,,7.57581e-05
3480,3.287324,,7.57442e-05
3481,2.511837,,7.57303e-05
3482,3.287186,,7.57164e-05
3483,3.197658,,7.57025e-05
3484,3.323768,,7.56886e-05
3485,3.292666,,7.56747e-05
3486,3.078806,,7.56608e-05
3487,3.297630,,7.56469e-05
3488,3.138366,,7.5633e-05
3489,3.017485,,7.56191e-05
3490,3.180577,,7.56052e-05
3491,3.363201,,7.55913e-05
3492,3.354407,,7.55774e-05
3493,2.740952,,7.55635e-05
3494,2.955104,,7.55496e-05
3495,2.805705,,7.55357e-05
3496,3.966279,,7.55217e-05
3497,3.487180,,7.55078e-05
3498,3.061281,,7.54939e-05
3499,2.919375,,7.54799e-05
3500,3.011321,3.123474,7.5466e-05
3501,2.714390,,7.54521e-05
3502,3.168204,,7.54381e-05
3503,3.086377,,7.54242e-05
3504,2.925897,,7.54102e-05
3505,3.257552,,7.53963e-05
3506,3.210920,,7.53823e-05
3507,2.947933,,7.53684e-05
3508,3.407295,,7.53544e-05
3509,3.428660,,7.53405e-05
3510,3.113703,,7.53265e-05
3511,3.133462,,7.53126e-05
3512,3.049363,,7.52986e-05
3513,2.348774,,7.52846e-05
3514,2.802016,,7.52706e-05
3515,2.576393,,7.52567e-05
3516,3.363404,,7.52427e-05
3517,2.456867,,7.52287e-05
3518,2.769279,,7.52147e-05
3519,3.075248,,7.52007e-05
3520,2.835066,,7.51868e-05
3521,2.943483,,7.51728e-05
3522,2.887906,,7.51588e-05
3523,3.206274,,7.51448e-05
3524,2.793879,,7.51308e-05
3525,3.155026,,7.51168e-05
3526,3.224169,,7.51028e-05
3527,3.208106,,7.50888e-05
3528,2.777360,,7.50748e-05
3529,3.142087,,7.50607e-05
3530,3.221432,,7.50467e-05
3531,3.439079,,7.50327e-05
3532,3.369249,,7.50187e-05
3533,3.727377,,7.50047e-05
3534,3.125842,,7.49906e-05
3535,3.244954,,7.49766e-05
3536,3.127027,,7.49626e-05
3537,3.158965,,7.49486e-05
3538,3.519200,,7.49345e-05
3539,3.062508,,7.49205e-05
3540,3.380118,,7.49064e-05
3541,2.894486,,7.48924e-05
3542,2.834433,,7.48784e-05
3543,2.996832,,7.48643e-05
3544,3.095687,,7.48503e-05
3545,3.141733,,7.48362e-05
3546,2.837561,,7.48221e-05
3547,2.480410,,7.48081e-05
3548,2.933069,,7.4794e-05
3549,3.188085,,7.478e-05
3550,2.828700,,7.47659e-05
3551,3.366768,,7.47518e-05
3552,3.588109,,7.47378e-05
3553,3.567892,,7.47237e-05
3554,3.499196,,7.47096e-05
3555,2.746432,,7.46955e-05
3556,2.990016,,7.46814e-05
3557,3.039293,,7.46674e-05
3558,2.353591,,7.46533e-05
3559,2.749460,,7.46392e-05
3560,2.892743,,7.46251e-05
